ID_pose,English Name,Type_of_tracking,Angle,symetric Y/N,Popularity,Category,File_Name
235,Chin Stand (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
236,Chin Stand (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
237,Crane (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
238,Crane (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
239,Crow (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
240,Crow (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
241,Deaf Man's (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
242,Deaf Man's (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
243,Eight Angle (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
244,Eight Angle (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
245,Elbow Balance (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
246,Elbow Balance (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
247,Elephant Trunk (right),FB,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
248,Elephant Trunk (left),FB,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
249,Embryo (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
250,Embryo (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
251,Firefly (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
252,Firefly (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
253,Floating Stick (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
254,Floating Stick (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
255,Flying Man (right),FB,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
256,Flying Man (left),FB,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
257,Revolved Flying Man (right),FB,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
258,Revolved Flying Man (left),FB,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
259,Forearm Balance (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
260,Forearm Balance (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
261,Grasshopper (right),FB,Face,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
262,Grasshopper (left),FB,Face,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
263,Handstand (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
264,Handstand (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
265,Supported Headstand (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
266,Supported Headstand (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
267,Tripod Headstand (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
268,Tripod Headstand (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
269,Himalayan Duck (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
270,Himalayan Duck (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
271,Flying (right),FB,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
272,Flying (left),FB,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
273,Moon Bird (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
274,Moon Bird (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
275,Peacock (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
276,Peacock (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
277,Pendant (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
278,Pendant (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
279,Flying Pigeon (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
280,Flying Pigeon (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
281,Plow (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
282,Plow (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
283,Rooster (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
284,Rooster (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
285,Scale (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
286,Scale (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
287,Scorpion (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
288,Scorpion (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
289,Shoulder Pressing (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
290,Shoulder Pressing (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
291,Shoulder Stand with Lotus Legs (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
292,Shoulder Stand with Lotus Legs (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
293,Supported Shoulder Stand (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
294,Supported Shoulder Stand (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
295,Supine Angle (right),HBR,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
296,Supine Angle (left),HBL,profile,n,,Arm Balance & Inversion,http://13.201.150.234/yoga_admin/project/public/yoga/poses/default.png
