S No.,School Code,School Name,State Name,City Name,Address,Email,Phone,PinCode,Description
13127,SCH21447  ,SUNDER  DEEP WORLD SCHOOL,Uttar Pradesh,Ghaziabad,"N.H. 24, DASNA",principalsdws@gmail.com,NULL,201015,NULL
13128,SCH21448  ,RALLI INTERNATIONAL SCHOOL,Uttar Pradesh,NULL,"NITI KHAND--3, INDIRAPURAM",rallininternational@gmail.com,NULL,201010,NULL
13129,SCH21449  ,KENDRIYA VIDYALAYA,Uttar Pradesh,Ghaziabad,"KAMLA NEHRU NAGAR, GHAZIABAD--201001 (UTTAR PRADESH )",ramanand_bairwa@rediffmail.com,1202789491,201001,NULL
13130,SCH21450  ,SETH ANAND RAM JAIPURIA SCHOOL,Uttar Pradesh,Ghaziabad,"SECTOR 14,  VASUNDHRA--201012, GHAZIABAD (UTTAR PRADESH )",principal@sajs.co.in,1204179301,201012,NULL
13131,SCH21451  ,RAM KISHAN INSTITUTE SENIOR SEC.SCHOOL,Uttar Pradesh,Ghaziabad,"B LOCK- E, SEC.- 23,  SANJAY NAGAR, GHAZIABAD --201012 (UTTAR PRADESH ",rkighaziabad@yahoo.com,1202783566,201012,NULL
13132,SCH21452  ,AUMSUN PUBLIC SCHOOL,Uttar Pradesh,Muradnagar,MEERUT ROAD,rrpschool@yahoo.co.in,NULL,201206,NULL
13133,SCH21453  ,SALWAN PUBLIC  SCHOOL,Uttar Pradesh,Loni,"SEC--C-7, TRONICA CITY, LONI",salwan.tronica@gmail.com,NULL,201102,NULL
13134,SCH21454  ,ROYAL PUBLIC SCHOOL,Uttar Pradesh,NULL,"DELHI MORADABAD HIGH WAY , GARMUKTESHWAR",sarikanuby@gmail.com,NULL,245205,NULL
13135,SCH21455  ,HOLY CHILD SCHOOL,Uttar Pradesh,Ghaziabad,"NEHRU NAGAR, G.T. ROAD",schoolholychild@yahoo.in,NULL,201001,NULL
13136,SCH21456  ,HOLY  CHILD SCHOOL,Uttar Pradesh,Ghaziabad,"111/ B, NEHRU NAGAR, GHAZIABAD 201001, (UTTAR PRADESH )",schoolholychild@yahoo.in,1202796839,201001,NULL
13137,SCH21457  ,SEVENTH DAY ADVENTIST SR. SEC  SCHOOL,Uttar Pradesh,Hapur,MEERUT ROAD,sdaup030@yahoo.com,NULL,245101,NULL
13138,SCH21458  ,SILVER LINE PRESTIGE SCHOOL,Uttar Pradesh,Ghaziabad,"A-2/1, BULANDSHAHAR INDUSTRIAL AREA, GHAZIABAD-201001 (UTTAR PRADESH )",slps@silverlineprestige.com,1202784696,201001,NULL
13139,SCH21459  ,C.P. ARYA PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"JAGRITI VIHAR, GZB",slps@silverlineprestige.com,9871719248,201013,NULL
13140,SCH21460  ,S.S.K. SR. SEC. SCHOOL,Uttar Pradesh,Ghaziabad,"SEC. 11, PRATAP VIHAR",sskpublic_school@yahoo.com,NULL,201009,NULL
13141,SCH21461  ,ST. JOSEPH`S ACADEMY SR. SEC. SCHOOL,Uttar Pradesh,Ghaziabad,"MARIAM NAGAR,  NANDGRAM, GHAZIABAD  201003,( UTTAR PRADESH )",NULL,1202871038,201003,NULL
13142,SCH21462  ,ST. ANTHONY`S SENIOR SECONDARY  SCHOOL,Uttar Pradesh,Hapur,"TATARPUR P.O., BABUGARH, HAPUR-245201, DISTT. GHAZIABAD (UTTAR PRADESH )",stanthonyschooltatarpur@gmail.com,9837675910,245201,NULL
13143,SCH21463  ,ST. THERESA CONVENT SCHOOL,Uttar Pradesh,Ghaziabad,"SARVODAYA NAGAR,  PRATAP VIHAR, GHAZIABAD-201009  (UTTAR PRADESH )",NULL,NULL,201009,NULL
13144,SCH21464  ,ST. PAUL`S ACADEMY,Uttar Pradesh,Ghaziabad,"SECTOR 9, NEW RAJ NAGAR, GHAZIABAD-201002 (UTTAR PRADESH )",NULL,9958472707,201002,NULL
13145,SCH21465  ,ST. THOMAS SCHOOL,Uttar Pradesh,SAHIBABAD,"SECTOR 4, LAJPAT NAGAR, SAHIBABAD, DIST GHAZIABAD",NULL,NULL,201005,NULL
13146,SCH21466  ,ST. THERESA`S ACADEMY,Uttar Pradesh,Modinagar,"SANTPURA, MODINAGAR P.O. HARMUKHPURI, DIST GHAZIABAD",NULL,NULL,201204,NULL
13147,SCH21467  ,NEW ADARSH PUBLIC SCHOOL,Uttar Pradesh,Loni,"T EELA, SEHBAJPUR LONI,GHAZIABAD--201002 (UTTAR PRADESH )",tpsalld@sancharnet.in,1202682500,201002,NULL
13148,SCH21468  ,UTTAM SCHOOL FOR GIRLS,Uttar Pradesh,Ghaziabad,"B- BLOCK, SHASTRI NAGAR, GHAZIABAD-201017 (UTTAR PRADESH )",uttamschool@gmail.com,1202782608,201001,NULL
13149,SCH21469  ,VANASTHALI PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"SECTOR-3 PLOT NO.2, VASUNDHRA, GHAZIABAD",vanashali1234@yahoo.com,1204111061,201012,NULL
13150,SCH21470  ,VIDHAN PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"8 MILESTONE,  DELHI   MEERUT ROAD DUHAI",vidhanpublic school@yahoo.in,NULL,201206,NULL
13151,SCH21471  ,S.G. PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"SECTOR-15, VASUNDHARA, GHAZIABAD--201012 (UTTAR PRADESH )",viswadeepthi@india.com,1202882028,201012,NULL
13152,SCH21472  ,D. M.  PUBLIC  SCHOOL,Uttar Pradesh,Garhmukhteshwar (Garhmukteshwar),"SHAHPUR  ROAD, GARHMUKTESHWAR--245205, DISTT. GHAZIABAD (UTTAR PRADESH )",NULL,5731221308,245205,NULL
13153,SCH21473  ,D.R. INTERNATIONAL SCHOOL,Uttar Pradesh,Garhmukhteshwar (Garhmukteshwar),"VILLAGE DOTAI, NR. MADHYA GANGA CANAL, MEERUT ROAD,  GARHMUKTESHWAR--245205, DISTT. GHAZIABAD (UTTAR PRADESH )",NULL,5731222888,245205,NULL
13154,SCH21474  ,DEHRADUN  PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"B -97, ASHOK NAGAR,  GHAZIABAD--201001 (UTTAR PRADESH )",NULL,1202794860,201001,NULL
13155,SCH21475  ,C.S.H.P.  MEMORIAL  PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"G -BLOCK, SEC--11, PRATAP VIHAR, GHAZIABAD--201009 (UTTAR PRADESH )",NULL,1202843032,201009,NULL
13156,SCH21476  ,BAL JYOTI PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"LAL KUAN, G.T. ROAD,P.O. SHAHPUR, BAMHETA, GHAZIABAD--201009 (UTTAR PRADESH )",NULL,1202229601,201009,NULL
13157,SCH21477  ,SHREE THAKUR DWARA BALIKA VIDYALAYA,Uttar Pradesh,Ghaziabad,"HAPUR ROAD TIRAHA, G.T. ROAD, GHAZIABAD--201017(UTTAR PRADESH )",NULL,1202784696,201017,NULL
13158,SCH21478  ,SWAMI VIVEKANAND SARASWATI VIDY  MANDIR,Uttar Pradesh,Ghaziabad,"SECTOR 2,RAJENDRA NAGAR, SHAHIBABAD--201005, DISTT. GHAZIABAD (UTTAR PRADESH )",NULL,9810479136,201001,NULL
13159,SCH21479  ,DEV MEMORIAL PUBLIC SCHOOL,Uttar Pradesh,NULL,GARHMUKHTESHWAR,NULL,NULL,245205,NULL
13160,SCH21480  ,D.A.V. PUBLIC SCHOOL,Uttar Pradesh,NULL,"B .E.L.COLONY, BRIJ VIHAR, SAHIBABAD",NULL,NULL,201005,NULL
13161,SCH21481  ,GREEN FIELD PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"SECTOR 23, SANJAY NAGAR, GHAZIABAD--201012, (UTTAR  PRADESH )",NULL,NULL,201011,NULL
13162,SCH21482  ,VISHESH KENDRIYA VIDYALAYA,Uttar Pradesh,Ghaziabad,"KAMLA NEHRU NAGAR,",NULL,NULL,201001,NULL
13163,SCH21483  ,NATIONAL PUBLIC SCHOOL,Uttar Pradesh,SAHIBABAD,"SECTOR 3, BLOCK 8, RAJENDER NAGAR, SAHIBABAD--201007, GHAZIABAD  (UTTAR PRADESH )",NULL,1202630184,201005,NULL
13164,SCH21484  ,KENDRIYA VIDYALAYA NO.1,Uttar Pradesh,NULL,"AIR FORCE STATION, HINDON, SAHIBABAD",NULL,NULL,201002,NULL
13165,SCH21485  ,D.A.V. PUBLIC SCHOOL,Uttar Pradesh,SAHIBABAD,"SECTOR 2, T.H.A, RAJINDER NAGAR, SAHIBABAD-201005, DISTT. GHAZIABAD (UTTAR PRADESH )",NULL,0120 263 1202,201005,NULL
13166,SCH21486  ,DELHI PUBLIC SCHOOL,Uttar Pradesh,NULL,"V IDYUT NAGAR, N.T.P.C. POST, DADRI",NULL,NULL,NULL,NULL
13167,SCH21487  ,D.A.V. CENTENARY PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"CHANDER NAGAR,",NULL,NULL,201001,NULL
13168,SCH21488  ,DEEP MEMORIAL PUBLIC SCHOOL ( SR. WING ),Uttar Pradesh,Ghaziabad,"C- BLOCK CHANDER NAGAR, GHAZIABAD--201011 (UTTAR PRADESH )",NULL,1202641065,201011,NULL
13169,SCH21489  ,SILVER  LINE PRESTIGE   SCHOOL,Uttar Pradesh,Ghaziabad,"A -211,BULANDSHAHAR ROAD,   INDUSTRIAL AREA, ",NULL,NULL,201101,NULL
13170,SCH21490  ,K.D.B PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"OLD KAVI NAGAR, GHAZIABAD-201013,  (UTTAR  PRADESH )",NULL,1204139900,201013,NULL
13171,SCH21491  ,MINI LAND PUBLIC SCHOOL,Uttar Pradesh,Hapur,"N EW SHIVPURI,  RAILWAY  ROAD,   HAPUR, ",NULL,NULL,245001,NULL
13172,SCH21492  ,SCHOLAR PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"A -252, SECTOR-16, BHAGWATI COLONY, SHASTRI NAGAR",NULL,NULL,201001,NULL
13173,SCH21493  ,NEHRU PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"B-BLOCK, SHASTRI NAGAR, GHAZIABAD--201001 (UTTAR PRADESH )",NULL,12345,201001,NULL
13174,SCH21494  ,LEELAWATI PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"SECTOR-12, GMP,  PRATAP VIHAR, GHAZIABAD-201012 (UTTAR PRADESH )",NULL,NULL,201012,NULL
13175,SCH21495  ,INGRAHAM INSTITUTE ENGLISH SCHOOL,Uttar Pradesh,Ghaziabad," 91, CHOUDHARY MORH, MODEL TOWN, DAULATPURA, G.T. ROAD, GHAZIABAD 201009(UTTAR PRADESH )",NULL,1202963107,201009,NULL
13176,SCH21496  ,S.B.N. SR.SEC SCHOOL,Uttar Pradesh,Ghaziabad,"NANDGRAM, UTTRANCHAL NAGAR",NULL,NULL,201001,NULL
13177,SCH21497  ,VAISHALI INTERNATIONAL PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"5B, 71, SHASTRI NAGAR",NULL,NULL,201001,NULL
13178,SCH21498  ,A.K. CHILDRENS ACADEMY,Uttar Pradesh,NULL,"SECTOR-3, RAJINDER NAGAR   SAHIBABAD ",NULL,NULL,201005,NULL
13179,SCH21499  ,S.B.N. PUBLIC  SCHOOL,Uttar Pradesh,Ghaziabad, NANDGRAM GHAZIABAD--201003(UTTAR PRADESH ),NULL,1204870510,201003,NULL
13180,SCH21500  ,COLUMBIA CONVENT SCHOOL,Uttar Pradesh,Ghaziabad,7TH KM MEERUT ROAD,NULL,NULL,201001,NULL
13181,SCH21501  ,MOTHER TERESA CONVENT ACADEMY,Uttar Pradesh,Ghaziabad,"J BLOCK GOVIND PURAM, GHAZIABAD-201001 (UTTAR PRADESH )",NULL,98911578059,201001,NULL
13182,SCH21502  ,EVEREST PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"C - BLOCK, SHALIMAR GARDEN EXT. II,  NEAR DABBLE TANK, ",NULL,NULL,201005,NULL
13183,SCH21503  ,GHAZIABAD  PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"19 D, VIRANDAVAN GARDEN, GHAZIABAD-201005 (UTTAR  PRADESH )",NULL,NULL,201005,NULL
13184,SCH21504  ,INDIRAPURAM PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"6 NAYAY  KHAND -I,  INDIRAPURAM, GHAZIABAD--201010 (UTTAR PRADESH )",NULL,0120-2607441,201001,NULL
13185,SCH21505  ,MAHATMA JYOTI RAO PHULE PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"JAGDISH PURAM, GZB",NULL,NULL,201001,NULL
13186,SCH21506  ,CH. CHHABIL DASS PUBLIC SCHOOL (SR. BRANCH),Uttar Pradesh,Ghaziabad,"B- BLOCK, PATEL NAGAR - 2, GHAZIABAD--201001 (UTTAR PRADESH )",NULL,1202856952,201001,NULL
13187,SCH21507  ,THAKURWARA PUBLIC SCHOOL,Uttar Pradesh,Hapur,HAPUR MODH,NULL,NULL,201002,NULL
13188,SCH21508  ,HOLY HEART SR. SEC. SCHOOL,Uttar Pradesh,Ghaziabad,"A-113M SEC, 9, NEW VIJAY NAGAR,",NULL,NULL,201004,NULL
13189,SCH21509  ,VIDYA BAL BAWAN  PUBLIC  SCHOOL,Uttar Pradesh,Ghaziabad,RAMPARSTHA,NULL,NULL,201001,NULL
13190,SCH21510  ,M.P.S.  PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"JAGRITI VIHAR, SEC. 23, SANJAY NAGAR, GHAZIABAD--201002 (UTTAR PRADESH )",NULL,1206517429,201004,NULL
13191,SCH21511  ,SILVER SHINE  SCHOOL,Uttar Pradesh,Ghaziabad,"BAGHWALI COLONY, SHASHTRI NAGAR",NULL,NULL,201002,NULL
13192,SCH21512  ,MADHU SMRITI EDUCATION CENTRE,Uttar Pradesh,Ghaziabad,"R-6, RAJNAGAR, GHAZIABAD--201002 (UTTAR PRADESH )",NULL,12345,201002,NULL
13193,SCH21513  ,CH. CHHABI DASS PUBLIC SCHOOL(JR. BRANCH),Uttar Pradesh,Ghaziabad,"PATEL NAGAR-II, B - BLOCK",NULL,NULL,201001,NULL
13194,SCH21514  ,SHIVOY  SCHOOL,Uttar Pradesh,Ghaziabad,"MAHENDRA ENCLAVE, OVINDPURAM",NULL,NULL,201002,NULL
13195,SCH21515  ,MOHAN LAL SARASWATI SHISHU MANDIR,Uttar Pradesh,Ghaziabad,"R-9/175, RAJ NAGAR, GHAZIABAD-201002 (UTTAR PRADESH )",NULL,1202626473,201002,NULL
13196,SCH21516  ,CHILDREN`S ACADEMY,Uttar Pradesh,Ghaziabad,"B--BLOCK SEC--9, VIJAY  NAGAR",NULL,NULL,201009,NULL
13197,SCH21517  ,GREEN FIELD SCHOOL,Uttar Pradesh,Ghaziabad,"GOVINDPURAM,  GHAZIABAD-201001 (UTTAR PRADESH )",NULL,12345,201001,NULL
13198,SCH21518  ,SANOKAR THE CO-EDUCATION SCHOOL,Uttar Pradesh,Ghaziabad,"KAVI NAGAR, GZB",NULL,8800775520,201001,NULL
13199,SCH21519  ,SRI SAI ACADEMY,Uttar Pradesh,Ghaziabad,"VIKRAM ENCLAVE, SALIMAR GARDEN, GHAZIABAD--201005(UTTAR PRADESH )",NULL,120391004243,201005,NULL
13200,SCH21520  ,VIDYA BAL BHAWAN PUBLIC  SCHOOL,Uttar Pradesh,Ghaziabad,"SEC. 11,VASUNDHARA, GHAZIABAD  201012 (UTTAR PRADESH )",NULL,4554649,201012,NULL
13201,SCH21521  ,ANAND RAM JAIPURIA SCHOOL,Uttar Pradesh,Ghaziabad,"SEC. 15, VASUNDHARA",NULL,NULL,201012,NULL
13202,SCH21522  ,FR. ANGEL SCHOOL,Uttar Pradesh,Ghaziabad,"A-2, SECTOR- VAISHALI",NULL,NULL,201012,NULL
13203,SCH21523  ,SHIVOY SENIOR  SEC.SCHOOL,Uttar Pradesh,Ghaziabad,"VILL. MATIALA, GOVINDPURAM, GHAZIABAD-201002 (UTTAR PRADESH )",NULL,NULL,201002,NULL
13204,SCH21524  ,GREEN FIELD PUBLIC SCHOOL,Uttar Pradesh,Loni,"RAMESHWAR PARK, LONI  (COVERED BY PRAKASH CHAND) DELHI ",NULL,NULL,201102,NULL
13205,SCH21525  ,SHRI GURU RAM RAI PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"D-BLOCK, GOVINDPUIRAM, HAPUR ROAD",NULL,NULL,201001,NULL
13206,SCH21526  ,SOPHIA ENGLISH SCHOOL (CBSE PATT.),Uttar Pradesh,Ghaziabad,"MAHENDRA ENCLAVE,  SASTRI NAGAR ",NULL,NULL,201001,NULL
13207,SCH21527  ,ST. TERESA CONVENT SCHOOL (CBSE PATT.),Uttar Pradesh,Ghaziabad,"GOVINDPURAM,  GZB",NULL,9811578059,201001,NULL
13208,SCH21528  ,SUN VALLEY INTERNATIONAL SCHOOL,Uttar Pradesh,Ghaziabad,"A1, SEC-3, VAISHALI--201012, GHAZIABAD (UTTAR PRADESH )",NULL,1202771345,201012,NULL
13209,SCH21529  ,SARASWATI  VIDYA MANDIR,Uttar Pradesh,Ghaziabad,"NEHRU NAGAR,NEAR YASHODA HOSPITAL ,  GHAZIABAD--201001 (UTTAR PRADESH )",NULL,9811858475,201001,NULL
13210,SCH21530  ,ROSE BELL PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"L - BLOCK, SECTOR - IX, VIJAY NAGAR,",NULL,NULL,201001,NULL
13211,SCH21531  ,CH. BISHAN SINGH HIGHER SECONDARY SCHOOL,Uttar Pradesh,Ghaziabad,"ARTHALA, MOHAN NAGAR,",NULL,NULL,201001,NULL
13212,SCH21532  ,ARAWCHIN  PUBIC SCHOOL,Uttar Pradesh,Ghaziabad,SHASTRI NAGAR,NULL,NULL,201012,NULL
13213,SCH21533  ,L.N. PUBLIC SR. SEC. SCHOOL(LAKHIMAL NANAK CHAURAHA,Uttar Pradesh,Hapur,GARH ROAD NEW SHIVPURI NEAR PTR,NULL,NULL,245101,NULL
13214,SCH21534  ,DEEWAN PUBLIC SCHOOL,Uttar Pradesh,Hapur,MEERUT ROAD,NULL,NULL,245101,NULL
13215,SCH21535  ,SMT. BHARAMA DEVI SARASWATI BALIKA VIDYA MANDIR,Uttar Pradesh,Hapur,"KESHAV NAGAR,  MEERUT ROAD ",NULL,NULL,245101,NULL
13216,SCH21536  ,TAGORE PUBLIC SCHOOL,Uttar Pradesh,Hapur,SWARAJ ASHRAM ROAD   ,NULL,NULL,245101,NULL
13217,SCH21537  ,SAPNA  INTERNATIONAL  PUBLIC  SCHOOL,Uttar Pradesh,Hapur,"HAPUR ROAD, KHANJARPUR",NULL,9410649138,245101,NULL
13218,SCH21538  ,SANSKAR PUBLIC SCHOOL,Uttar Pradesh,Hapur,"NEAR RLY. CROSSING, HAPUR",NULL,980844004,245101,NULL
13219,SCH21539  ,B.R. INTERNATIONAL  SCHOOL,Uttar Pradesh,Hapur,"MEERUT ROAD, HAPUR",NULL,9412061947,245101,NULL
13220,SCH21540  ,ST. THOMAS  SR.SEC.   SCHOOL,Uttar Pradesh,Ghaziabad,"GYAN KHAND--2,INDIRAPURAM-201010, GHAZIABAD (UTTAR PRADESH)",NULL,1202607441,201010,NULL
13221,SCH21541  ,CAMBRIGE SCHOOL,Uttar Pradesh,Ghaziabad,"GHYAN KHAND, INDIRAPURAM,GZB",NULL,123,201010,NULL
13222,SCH21542  ,RAVI INTERNATIONAL SCHOOL,Uttar Pradesh,NULL,INDIRAPURAM,NULL,NULL,201010,NULL
13223,SCH21543  ,G.R. CONVENT SCHOOL,Uttar Pradesh,NULL,"NYAY KHAND--1, INDIRAPURAM",NULL,NULL,201010,NULL
13224,SCH21544  ,KENDRIYA VIDYALAYA,Uttar Pradesh,Muradnagar,MURADNAGAR,NULL,NULL,201206,NULL
13225,SCH21545  ,ST. MARY`S CHRISTIAN SCHOOL,Uttar Pradesh,NULL,"A &B BLOCK,  SHALIMAR GARDEN-II  ",NULL,NULL,201005,NULL
13226,SCH21546  ,INGRAHAM  INSTITUTE  ENGLISH SCHOOL ,Uttar Pradesh,Ghaziabad,"INGRAHAM HOUSE, MAIN HAPUR ROAD, NEAR CHUNGI, GHAZIABAD --245101  (UTTAR PRADESH )",NULL,1202963115,245101,NULL
13227,SCH21547  ,HOLY CHILD SCHOOL,Uttar Pradesh,Ghaziabad,ASHOK NAGAR,NULL,NULL,201001,NULL
13228,SCH21548  ,INGRAHAM INTERMEDIATE COLLEGE,Uttar Pradesh,Ghaziabad,"SECTOR-13, HAPUR ROAD,",NULL,NULL,201001,NULL
13229,SCH21549  ,ST. MARY`S INTER COLLEGE,Uttar Pradesh,Ghaziabad,"PASONDA P.O. VIA LONI, GHAZIABAD--201005 (UTTAR PRADESH )",NULL,120201005,201005,NULL
13230,SCH21550  ,SUN BEAM PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"S.B. 70, SHASTRI NAGAR",NULL,NULL,201001,NULL
13231,SCH21551  ,LOK MANYA TILAK INTER COLLEGE,Uttar Pradesh,Ghaziabad,MORTA,NULL,NULL,201001,NULL
13232,SCH21552  ,JAWAHARLAL NEHRU GIRLS INTER COLLEGE,Uttar Pradesh,Ghaziabad,"J BLOCK, SHASTRI NAGAR",NULL,NULL,201001,NULL
13233,SCH21553  ,MAHARISHI DAYANAND VIDYAPEETH,Uttar Pradesh,Ghaziabad,"D-BLICK, GOVIND PURAM,",NULL,NULL,201001,NULL
13234,SCH21554  ,NAVYUG VIDYAPEETH INTER COLLEGE,Uttar Pradesh,Ghaziabad,SADARPUR,NULL,NULL,201001,NULL
13235,SCH21555  ,BABULAL JUNIOR HIGH SCHOOL,Uttar Pradesh,Ghaziabad,NASIRPUR,NULL,NULL,201001,NULL
13236,SCH21556  ,SUSHILA MODEL SCHOOL,Uttar Pradesh,Ghaziabad,DAYANAND NAGAR,NULL,NULL,201001,NULL
13237,SCH21557  ,SUSHILA INTER CIOLLEGE,Uttar Pradesh,Ghaziabad,MODEL TOWN EAST,NULL,NULL,201001,NULL
13238,SCH21558  ,M. M. H. BALIKA INTER COLLEGE,Uttar Pradesh,Ghaziabad,MODEL TOWN WEST,NULL,NULL,201001,NULL
13239,SCH21559  ,M. M. H. INTER COLLGE,Uttar Pradesh,Ghaziabad,MODEL TOWN WEST,NULL,NULL,201001,NULL
13240,SCH21560  ,M. B. GIRLS INTER COLLEGE,Uttar Pradesh,Ghaziabad,CHANDER PURI,NULL,NULL,201001,NULL
13241,SCH21561  ,SHAMBHU DAYAL INTER COLLEGE,Uttar Pradesh,Ghaziabad,"GHANTA GHAR, G. T. ROAD,",NULL,NULL,201001,NULL
13242,SCH21562  ,KANYA VEDIC VIDYALAYA INTER COLLEGE,Uttar Pradesh,Ghaziabad,RIGHT GANJ,NULL,NULL,201001,NULL
13243,SCH21563  ,M. B. GIRLS INTER COLLEGE,Uttar Pradesh,Ghaziabad,SIHANI GATE,NULL,NULL,201001,NULL
13244,SCH21564  ,GOVERNMENT INTER COLLGE,Uttar Pradesh,Ghaziabad,NAND GRAM,NULL,NULL,201003,NULL
13245,SCH21565  ,H. H. KAPIL MOHAN INTER COLLEGE,Uttar Pradesh,Ghaziabad,MADHU PURA,NULL,NULL,201001,NULL
13246,SCH21566  ,GOVERNMENT GIRLS INTER COLLEGE,Uttar Pradesh,Ghaziabad,"SECTOR-9, VIJAY NAGAR,",NULL,NULL,201001,NULL
13247,SCH21567  ,SHRI KRISHAN SENIOR SECONDARY PUBLIC SCHOOL,Uttar Pradesh,Ghaziabad,"SHRI KRISHANNAGAR, SECTOR - 9,   VIJAY NAGAR, BY PASS ROAD, ",NULL,NULL,201001,NULL
13248,SCH21568  ,KAILASHWATI INTER COLLEGE,Uttar Pradesh,Ghaziabad,"ARTHALA, MOHAN NAGAR,",NULL,NULL,201001,NULL
13249,SCH21569  ,M. B. GIRLS INTER COLLEGE,Uttar Pradesh,NULL,"NEAR RAILWAY STATION, SAHIBABAD,",NULL,NULL,201002,NULL
13250,SCH21570  ,INDIRAPURAM  PUBLIC SCHOOL(INDRAPURAM) ,Uttar Pradesh,Ghaziabad,"6 NAYA KHAND, INDIRAPURAM, GHAZIABAD-201010 ",NULL,1202840031,201009,NULL
13251,SCH21571  ,TAGORE SHISHU SADAN,Uttar Pradesh,Hapur,"RAILWAY ROAD,  HAPUR, ",NULL,NULL,245101,NULL
13252,SCH21572  ,SAIRA BANO PUBLIC SCHOOL,Uttar Pradesh,Sandila,STATION ROAD ATRAULI BY PASS  ,Sbpschool55270@gmail.com  ,NULL,241204,NULL
13253,SCH21573  ,THE CAMBRIDGE PUBLIC SCHOOL,Uttar Pradesh,Hardoi, INDRAPRASTHA COLONY LUCKNOW ROAD   ,principal@thecambridgeschool.co.in,8336004068,241001,NULL
13254,SCH21574  ,ARCHISHA INTERNATIONAL SCHOOL ,Uttar Pradesh,Bilgram,BAGHULI  ,archishaeducationaltrust@gmail.com,9999666666,241001,BOOK SELLER - SCHOLAR SHOPPEE
13255,SCH21575  ,SETH MR.JAIPURIA SCHOOL ,Uttar Pradesh,Hardoi,"NAYAGAON MUBARAKPUR, LUCKNOW ROAD   ",Info.hardoi@jaipuriaschool.ac.in,775345444,241001,NULL
13256,SCH21576  ,ST .THERESA S  SCHOOL ,Uttar Pradesh,Sandila,"SARAI MARUKHPUR , ",st.sandila@gmail.com,9839987890,241204,NULL
13257,SCH21577  ,ST.XAVIER’S SENIOR SECONDARY SCHOOL  ,Uttar Pradesh,Hardoi,SAHJAHANPUR ROAD,Stxaviers04@yahoo.co.in  ,9903020474,241204,NULL
13258,SCH21578  ,ST.JAMES SR.SEC SCHOOL ,Uttar Pradesh,Hardoi,"LUCKNOW ROAD,  HARDOI --241001 (UTTAR PRADESH )",NULL,8175096888,241001,NULL
13259,SCH21579  ,NEW HEIGHTS PUBLIC SCHOOL ,Uttar Pradesh,Hardoi,"NANAK GANJ GRANT LUCKNOW ROAD,  HARDOI --241001 (UTTAR PRADESH )",NULL,9161842058,241001,NULL
13260,SCH21580  ,CRESCENT ACADEMY ,Uttar Pradesh,Hardoi,"CIRCULAR ROAD NEAR UTSAV HOTEL, HARDOI--241001 (UTTAR PRADESH )  ",NULL,8355025611,241001,NULL
13261,SCH21581  ,SANDILA LION PUBLIC SCHOOL   ,Uttar Pradesh,Sandila,"HARDOI ,ROAD SANDILA",NULL,9889103776,241204,NULL
13262,SCH21582  ,ASSEMBLY OF  GOD HIGHER SECONDARY SCHOOL ,Uttar Pradesh,Hardoi,"NEW CIVIL LINES,SUBHASH NAGAR, NEAR DM HOUSE, HARDOI--241001 (UTTAR PRADESH )",NULL,5852234560,241001,NULL
13263,SCH21583  ,BAL VIDYA BHAWAN PUBLIC SCHOOL,Uttar Pradesh,Hardoi,"NAGHETA ROAD, HARDOI--241001 ( UTTAR PRADESH )",kirtisingh_bvb@rediffmail.com,9415149474,241001,NULL
13264,SCH21584  ,DOON PUBLIC SCHOOL,Uttar Pradesh,Hathras,"OPP. SAUBHAGYA ARMS , AGRA ROAD, HATHRAS--204101 (UTTAR PRADESH",NULL,7055000502,204101,NULL
13265,SCH21585  ,BRIGHT PUBLIC SCHOOL-RUHERI,Uttar Pradesh,Hathras,"RUHERI, ALIGARH ROAD, HATHRAS",brightcareerpublicschool@gmail.com,9997831045,204101,BOOK SELLER - ASHOK STATIONER`S-HATHRAS
13266,SCH21586  ,R.B.S. PUB. SCHOOL-MURSAN,Uttar Pradesh,Mursan,"SADABAD ROAD, SOGRA, MURSAN",rbspublicschoolmursad@gmail.com,9412414155,204213,BOOK SELLER - 
