Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Position,Status,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : English,"Chapter 1 Robot, the Life Saver",1,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : English,Chapter 2 The Earth Speaks ,2,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : English,Chapter 3 The Three Brothers (A Folk tale from Nagaland) ,3,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : English,Chapter 4 New Friends ,4,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : English,Chapter 5 I Wonder ,5,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : English,Chapter 6 Sharing—A Good Habit ,6,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : English,Chapter 7 God Gave Me Eyes,7,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 1 Yoga for Kids ,1,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 2 Being Sensitive ,2,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 3 Be a Smart Child ,3,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 4 Helping Our ‘Special’ Friends ,4,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 5 Relationship Building Skills ,5,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 6 Empathy ,6,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 7 Partnerships ,7,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 8 Alice and her Friends ,8,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 9 Have you read them? ,9,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 10 Colourful Phrases ,10,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 11 To Play a Game ,11,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 12 World of Musical Instruments ,12,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 13 Amazing Facts ,13,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 14 Enjoy Eco-friendly Destinations ,14,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 15 Waste! Waste! ,15,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 16 I.Q. Challenge ,16,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 17 Quiz,17,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 1 Fractions,1,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 2 Geometry,2,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 3 Patterns,3,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 4 Measurement,4,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 5 Time,5,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 6 Money,6,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 7 Data Handling,7,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Science,Chapter 1 Safety and First Aid,1,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Science,Chapter 2 Soil: A Natural Wonder,2,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Science,"Chapter 3 Solids, Liquids and Gases",3,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Science,"Chapter 4 Light, Sound and Force",4,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Science,"Chapter 5 Air, Water and Weather",5,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Science,"Chapter 6 Sun, Moon and Stars",6,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Science,Chapter 7 Our Environment,7,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 1 Means of Transport,1,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 2 Means of Communication,2,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 3 Occupations,3,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 4 People Who Help Us,4,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 5 Local Institutions and their Roles,5,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 6 Diversity,6,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 7 Life of Early Humans,7,1,,,,,,,,,
CBSE,Class 3,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 8 Houses – Then and Now,8,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : English,Chapter 1 Tree Blessing,1,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : English,Chapter 2 Tenzin and the Yeti,2,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : English,Chapter 3 The Tiny Elf,3,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : English,Chapter 4 Silver,4,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : English,Chapter 5 Clever Tenali Rama,5,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : English,Chapter 6 An Indian Lunch,6,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : English,"Chapter 7 A House, A Home",7,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Mathematics,Chapter 1 Numbers Beyond 9999,1,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Mathematics,Chapter 2 Addition and Subtraction,2,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Mathematics,Chapter 3 Multiplication,3,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Mathematics,Chapter 4 Division,4,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Mathematics,Chapter 5 Multiples and Factors,5,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Mathematics,Chapter 6 Pictorial Representation of Data,6,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Science,Chapter 1 Plants : The Producers,1,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Science,Chapter 2 Adaptations in Plants,2,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Science,Chapter 3 Reproduction in Animals,3,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Science,Chapter 4 Adaptations in Animals,4,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Science,Chapter 5 Food: Our Basic Need,5,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Science,Chapter 6 The Food Journey,6,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Science,Chapter 7 Human Teeth and Digestive System,7,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Social Studies,Chapter 1 Family Connections,1,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Social Studies,Chapter 2 Physical Features of India,2,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Social Studies,Chapter 3 The Northern Mountains,3,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Social Studies,Chapter 4 The Northern Plains,4,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Social Studies,Chapter 5 The Great Indian Desert,5,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Social Studies,Chapter 6 The Southern Plateaus,6,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Social Studies,Chapter 7 The Coastal Plains and Islands,7,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Social Studies,Chapter 8 The Climate of India,8,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Social Studies,Chapter 9 Forests and Wildlife of India,9,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Social Studies,Chapter 10 soil,10,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : Social Studies,Chapter 11 Our Water Resources,11,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 1 Waterfalls in India ,1,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 2 ‘Colour’ My City Name ,2,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 3 The First Woman in India to,3,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 4 During Online Classes,4,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 5 Indian Practices with Scientific Reasons ,5,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 6 Traditional Costumes ,6,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 7 Natural Wonders ,7,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 8 Famous Bridges ,8,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 9 Sobriquets ,9,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 10 LiFE Mission — Saving Energy ,10,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 11 Some Unique Trees ,11,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 12 Deadly Sea Creatures ,12,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 13 World’s Fastest Trains,13,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : English,Chapter 1 Speak up for What's Right,1,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : English,Chapter 2 The Proud Moment,2,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : English,Chapter 3 Raza Meets the King,3,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : English,Chapter 4 Grandma's First E-mail,4,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : English,Chapter 5 Another Chance,5,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : English,Chapter 6 Dreams Come True,6,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : English,Chapter 7 The New Sanskrit Teacher,7,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 1 FRACTIONS,1,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 2 GEOMETRY,2,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 3 PATTERNS,3,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 4 MEASUREMENT,4,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 5 TIME,5,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 6 MONEY,6,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : Science,Chapter 7 The Earth,7,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : Science,Chapter 1 Hygience and Safety,1,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : Science,"Chapter 2 Solids, Liquids and Gases",2,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : Science,"Chapter 3 Force, Work and Energy",3,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : Science,"Chapter 4 Air, Water and Weather",4,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : Science,Chapter 5 Green and Clean Earth,5,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : Science,Chapter 6 The Solar System,6,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : Social Studies,"Chapter 1 Art, Architecture and Culture",1,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 2 Means of Transport,2,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 3 Means of Communication,3,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 4 Reaching Places,4,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 5 Shelter for Everyone,5,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 6 Understanding Local Institutions,6,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 1 Which Food am I?,1,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 2 Yoga for Kids,2,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 3 I Can Control Myself,3,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 4 Emotional Learning Report,4,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 5 The Book Store,5,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 6 Good Reads,6,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 7 Strange Sports to Play,7,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 8 Just Dance,8,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 9 Unusual Musical Instruments,9,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 10 First in Space,10,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 11 Chandragaan 3,11,1,,,,,,,,,
CBSE,Class 4,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 12 Great Inventions,12,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : English,Chapter 1 The Recycling Rap,1,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : English,Chapter 2 A Wedding in Russia,2,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : English,Chapter 3 True Friends,3,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : English,Chapter 4 Indian Festivals,4,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : English,Chapter 5 The King of the Golden River,5,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : English,Chapter 6 A Story Without an End,6,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : English,Chapter 7 No More Water,7,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : Mathematics,Chapter 1 Numbers,1,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : Mathematics,Chapter 2 Operations on Large Numbers,2,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : Mathematics,Chapter 3 Factors and Multiples,3,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : Mathematics,Chapter 4 Fractions,4,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : Mathematics,Chapter 5 Decimals,5,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : Science,Chapter 1 Growing Plants,1,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : Science,Chapter 2 Animals : Habitat and Adaptations,2,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : Science,Chapter 3 Human Skeletal System,3,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : Science,Chapter 4 Human Nervous System,4,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : Science,Chapter 5 Organisms and Their Interdependence,5,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : Science,Chapter 6 Food and Health,6,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : Social Studies,Chapter 1 Changing Family Structure,1,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : Social Studies,Chapter 2 Shelter,2,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : Social Studies,Chapter 3 Caring for Others,3,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : Social Studies,Chapter 4 Diversity in India,4,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : Social Studies,Chapter 5 Public Institutions,5,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : Social Studies,Chapter 6 Weather and Climate,6,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : Social Studies,Chapter 7 Maps and Globes,7,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : Social Studies,Chapter 8 Our Nation - India,8,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : Social Studies,Chapter 9 The Great Himalayas,9,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 1 First Indian Woman to ,1,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 2 Handicrafts of North India ,2,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 3 UNESCO Heritage Sites in India,3,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 4 Jantar Mantar-Astronomical Wonder ,4,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 5 National Dishes ,5,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 6 The New Seven Wonders of the World,6,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 7 Famous Official Residences,7,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 8 LiFE Mission: Save Water ,8,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 9  Plastic Free Locations in India,9,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 10 Strange Sea Plants,10,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 11 Largest Fishes of the World,11,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 12 Plants That Heal ,12,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 13 News From the Future,13,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 1 : General Knowledge,Chapter 14 Netiquette,14,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : English,Chapter 1 The Kettle Who Gave Birth,1,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : English,Chapter 2 I Will Think of It,2,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : English,Chapter 3 Gulli Dando,3,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : English,Chapter 4 I Wish I Were,4,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : English,"Chapter 5 Thank You, Ma'am",5,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : English,Chapter 6 We Plow the Fields and Scatter,6,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : English,Chapter 7 India's Golden Girl-P V Sindhu,7,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 1 Basic Geometrical Concepts,1,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 2 Measurements,2,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 3 Perimeter and Area,3,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 4 Measurement of Volume,4,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 5 Temperature,5,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 6 Time,6,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 7 Money,7,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Mathematics,Chapter 8 Data Handling,8,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Science,Chapter 1 Safety and First Aid,1,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Science,"Chapter 2 Solid, Liquids and Gases",2,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Science,"Chapter 3 Force, Energy and Simple Machines",3,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Science,Chapter 4 Air and Water,4,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Science,Chapter 5 Natural Disasters,5,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Science,"Chapter 6 The Earth, the Sun and the Moon",6,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 1 The Northern Plains,1,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 2 The Deccan Plateau,2,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 3 The Coastal Plains of India,3,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 4 The Thar Desert,4,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 5 Means of Transport,5,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 6 Means of Communication,6,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 7 India and the United Nations,7,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : Social Studies,Chapter 8 Water,8,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 1 Be a Smart Child,1,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 2 Yoga for Kids,2,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 3 How Nature Helps Health,3,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 4 Pick a Book,4,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 5 From the Classics,5,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 6 Extremely Adventurous,6,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 7 Music from Around the World,7,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 8 Track and Field,8,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 9 Astronomical Observatories in India,9,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 10 Robots of 2022-2023,10,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 11 Humanoid Robots Today,11,1,,,,,,,,,
CBSE,Class 5,Integrated Subjects,Rosemary,Semester 2 : General Knowledge,Chapter 12 Different Sciences,12,1,,,,,,,,,
