Client ID,Client Code,Client Name,Owner Name,State,City,Address,Email,Phone,Pin Code,latitude,longitude
19611,BKS03157,M/S S V L ENTERPRISES,MR. T S SANTOSH,Karnataka,Bangalore [Bangalore],"No- 12/1, Mathikere main Road, LIC Building, G M N Complex, Gokula 1st Stage,",,7026638555,560054,,
19612,BKS03158,M/S PRIDE ENTERPRISES,MR. RIZVI,Karnataka,Bangalore [Bangalore],"No-903, 2nd Cross, 11th Block, Halu Narsimhaiah Badvane, Near Vinayaka Park, Papareddypalya, Nagarbhavi 2nd Stage",,9886269786,560072,,
19732,BKS03185,VISHWAS BOOK & STATIONARY,MR. VASUDEV,Karnataka,Bangalore [Bangalore],"No - 225, THIMMAIAH ROAD, 13TH MAIN, 1ST BLOCK, 3RD STAGE, WEST OF CHORD ROAD, BASAVESHWARANAGAR",,9343494944,560010,,
19401,BKS03118,VGP ENTERPRISES,,Karnataka,Bangalore [Bangalore],"KONANAKUNTE CROSS, BANGALORE-560062",,,,,
19369,BKS03087,M/S CAMBRIDGE BOOK HOUSE,,Karnataka,Bangalore [Bangalore],"ULSOOR, BANGALORE",,,,,
19560,BKS03140,H & C STORE - JAYANAGAR,,Karnataka,Bangalore [Bangalore],"4THE BLOCK, JAYANAGAR, BANGALORE-560011, KARNATAKA",,,,,
19614,BKS03160,M/S KEDAMBADI BOOK DEPOT,MR. PRADEEP K K,Karnataka,Bangalore [Bangalore],"No-133, 14th Block, Nagarbhavi 2nd Stage",,9845017821,560072,,
19615,BKS03161,M/S SREEKRISH BOOK DISTRIBUTORS,MR. S RAGHURAMAN,Karnataka,Bangalore [Bangalore],"No - 549, 9th Main, 2nd Block, Near Srinivasa Kalyan Mantap, Rajajinagar",,9342529207,560010,,
19616,BKS03162,M/S KVS AGENCY,MR. VISHAL SHARMA,Karnataka,Bangalore [Bangalore],"No -118, 5th A Cross, 4th Main, Vidyagiri Layout, Nagarbhavi",,9945048164,560072,,
19617,BKS03163,M/S S S K ENTERPRISES,MR. B N KRISHNAMURTHY,Karnataka,Bangalore [Bangalore],"No -19, 12th Cross, 9th Main, Swiming Pool Extension, Near Palace Guttahalli Circle, Malleshwaram",,9448475239,560003,,
19618,BKS03164,M/S HEMA BOOK WORLD,MR. SUNIL JAIN,Karnataka,Bangalore [Bangalore],"No-12/1, R V Road Cross, V V Puram, Near Lal Bagh West Gate",,9945731121,560004,,
19619,BKS03165,HEMA BOOK STORES,,Karnataka,Bangalore [Bangalore],"Main BEML, Road-21, 80 Feet Road, Indiranagar, Bengaluru-560075",,,,,
19620,BKS03166,M/S C B M IMPEX,MR. SURESH BHANSALI,Karnataka,Bangalore [Bangalore],"No - 45, K. K. Complex, Shankarmutt Main Road, Basavangudi",,9343088815,560004,,
19621,BKS03167,M/S KNOWLEDGE PUBLISHERS & DISTRIBUTORS,MR. B N SUNIL,Karnataka,Bangalore [Bangalore],"No-58, 4th Cross, SSI Area, 5th Block, Rajajinagar",,9448071434,560010,,
19622,BKS03168,SUBHAS PUBLISHING HOUSE-BANGALORE,,Karnataka,Bangalore [Bangalore],"No -21, New Timber Yard Layout, Off Mysore Road",,,,,
19623,BKS03169,M/S V R BOOKSELLERS,MR. MADAN,Karnataka,Bangalore [Bangalore],"RADHA BUILDING, MALLESHWARAM CIRLCLE",,9845358441,560003,,
19358,BKS03076,KNOWLEDGE PUBLISHERS& DISTRIBUTORS,,Karnataka,Bangalore [Bangalore],"RAJAJINAGAR INDUSTRIAL AREA , BANGALORE",,,,,
19359,BKS03077,SRI VENKATESHWARA BOOK STALL,,Karnataka,Bangalore [Bangalore],"NO-2940 /B, MKK ROAD, 2ND STAGE, RAJAJI NAGAR, BANGALORE",,,,,
19362,BKS03080,M/S SATISH AGENCIES,,Karnataka,Bangalore [Bangalore],"MAHALAKSHMI LAYOUT , BANGALORE",,,,,
24220,BKS03568,M/s Vaiku Inc.,0,Karnataka,Bangalore [Bangalore],"No-77, 11th Cross, Income Tax Layout, Byderhalli, Magadi Road, Bangalore -560092",,0,0,,
472,BKS00464,DONALD ENTERPRISES,,Karnataka,Bangalore [Bangalore],"NO-72 10TH CROSS 1ST MAIN BHARTI LAYOUT BALAJI NAGAR DRC POST, BANGALORE",,,,,
473,BKS00465,DURGA BOOK AGENCIES,,Karnataka,Bangalore [Bangalore],"NO- 26 VEERAPILLAI STREET, SHIVAJINAGR, BANGALORE-560001",,,,,
542,BKS00534,SRINIVASA STORES,,Karnataka,Bangalore [Bangalore],"3RD MAIN ROAD, 9TH CROSS, CHAMRAJPET, BANGALORE-560018",,,,,
529,BKS00521,SHWETHA AGENCIES,,Karnataka,Bangalore [Bangalore],"#400/7, OOLIGA COMPLEX, NEAR 8TH CROSS, SAMPIGE ROAD, MALLESWARM, BANGALORE",,,,,
547,BKS00539,UTILITY INC.,,Karnataka,Bangalore [Bangalore],"NO- 31/1 EAST PARK ROAD 18TH CROSS MALLESHWARAM, BANGALORE",,,,,
544,BKS00536,SUBHAS PUBLISHING HOUSE PVT. LTD.,,Karnataka,Bangalore [Bangalore],"NEW TIMBERYARD LAYOUT, TELECOM COLONY, SRINAGAR, AZADNAGAR, BANGALURU-560018",,,,,
496,BKS00488,M/S NAVSAHITYA BOOK STALL & STATIONERY,,Karnataka,Belgaum,"SAMADEVI ROAD, BELGAUM-590006 (KARNATAKA )",,,,,
19364,BKS03082,M/S PRASAD ENTERPRISES,,Karnataka,Belgaum,"PRASAD ARCADE 3RD FLOOR, M.P. ROAD, SHAHPUR, BELGAUM",,,,,
20872,BKS03246,P.B.D. EDUCATION WORLD,,Karnataka,Belgaum,"PRASAD ARCADE, 3RD FLOOR, M.P. ROAD, SHAHPUR-590003, BELGAVI",,,,,
19723,BKS03184,PRATHAM BOOK DISTRIBUTORS,MR. MADHU REDDY,Karnataka,Bellary,"No -4, Vishal Nagar, Sri Sai Baba Temple road, Bellary",,9845933522,583101,,
19613,BKS03159,M/S NEW HEMA BOOK CENTRE,MR. P PRASAD,Karnataka,Bellary,"Opp Old KSRTC Bus Stand, Mayura Hotel Complex, Double Road, Bellary",,9945862948,583101,,
19676,BKS03171,M/S TECHNO BOOK CENTRE,MR. T SURESH BABU,Karnataka,Bellary,"No - 162, Bangalore Road",,9448070489,583101,,
20853,BKS03228,M/S SHIVA AGENCIES,MR. HARISH,Karnataka,Sandur,"TORANGALLU R S, HOSPET-BELLARY MAIN ROAD, SANDUR TQ,",,9916062424,583123,,
19827,BKS03202,COLOUR CODE TRADERS,,Karnataka,Mangalore,"OPP. PVS, KALKUNJE, MANGALORE-575003, D. KANNAD",,,,,
19753,BKS03189,SITA BOOK HOUSE,,Karnataka,Mangalore,"MANGALORE, DISTT. DAKSHIN KANNADA-575002",,,,,
19365,BKS03083,M/S SINDHU BOOKS,,Karnataka,Davanagere (Davangere),"OPP. OLD APOORVA HOTEL, BEERALINGESHWARA, MAIDANA P.B ROAD, DAVANGERE",,,,,
19361,BKS03079,M/S LAXMI AGENCIES,,Karnataka,Davanagere (Davangere),"GURU BAAVAN BUILDING COMPLEX, BESIDE HALLI MANE HOTEL P.J EXTN. DAVANGERE",,,,,
19363,BKS03081,SHREE BALAJI &SHREE SIDDESHWAR,,Karnataka,HUBLI,"ROAD LINES, TIMMASAGAR ONI , HUBLI DIST DHARWAD",,,,,
19366,BKS03084,M/S AJAY AGENCIES,,Karnataka,HUBLI,"NO-41, C, CENTRAL EXCISE COLONY, GOKUL ROAD, HUBLI, DIST DHARWAD",,,,,
19367,BKS03085,M/S VINAYAK ASSIOCIATES,,Karnataka,HUBLI,"SHIVANAND EXTN. , NAVANAGAR, HUBLI DIST DHARWAD",,,,,
20886,BKS03259,A.M.KARDI & SON,,Karnataka,HUBLI,"STATION ROAD, HUBLI-580020, DHARWAD",,,,,
21988,BKS03358,R.S. AGENCIES,,Karnataka,HUBLI,"NO. 143 R.M. LOHIA NAGAR, GOKUL ROAD, HUBLI",,,,,
24329,BKS03677,SAPNA BOOK HOUSE- HUBLI,,Karnataka,HUBLI,"HUBLI,",,,,,
23133,BKS03484,M/s S L V Books Distributors,0,Karnataka,Bethamangala,"Nayanahalli, Guttahalli Post, Bethamangala, KGF Taluk",,0,,,
24160,BKS03509,UNICORN ENTERPRISES,0,Karnataka,Belvata,"266, 1st floor, 5th Main, 8th Cross, Vijayanagar 1st stage, MYSORE",,0,,,
19375,BKS03093,SUMEDHA SUPPLIERS,,Karnataka,Mysore,"J.P. NAGAR, MYSORE",,,,,
19531,BKS03126,SRINIVASA BOOKS AGENCY,,Karnataka,Mysore,"2951,Temple Road,VV Mohalla, Mysore",,,,,
563,BKS00555,SUKRUTHI BOOK AGENCIES,,Karnataka,Mysore,"JAYA NAGAR ,MYSORE",,,,,
23138,BKS03488,M/ Nishanth Agencies,0,Karnataka,Shimoga,"Sanjeevani Nilaya, Durgigudi, 3rd Cross, Park Extension, Shivamogga",,0,,,
23051,BKS03408,"PRESIDENCY BOOK WORLD, TUMKUR",,Karnataka,Tumkur,"R.T. NAGAR, TUMKUR",,,,,
19721,BKS03183,Palasandra Promoters,Shanta Raju,Karnataka,Tumkur,"Jayadeva Complex, Bengaluru - Honnavar Rd, Ward No. 18, Tumkur, Tumakuru,",,9448214377,572101,,
16248,BKS02966,ROSE ENTERPRISES DISTRIBUTORS OF SCHOOL BOOKS & STATIONARY,,Kerala,Angamaly,"MOOKKANNOOR, ANGAMALY",,,,,
24374,BKS03722,OLIVE BOOKS DISTRIBUTORS,,Kerala,Kalady,"KALADY, ERNAKULAM, KERALA",,,,,
19398,BKS03116,PUPIL FOUNDATION,Mr.MURALI,Kerala,Kochi [Cochin],"SAROVAR FIRST FLOOR, KARSHAKAROAD, Br.MAVOORAF, ERNAKULAM",,9388488757,682016,,
23096,BKS03450,H & C STORES -KOCHI,,Kerala,Kochi [Cochin],"KOCHI, ERNAKULAM, KERALA",,,,,
571,BKS00563,ACADEMIC BOOK HOUSE,,Kerala,Kochi [Cochin],CHITTOOR ROAD ERNAKULAM KOCHI,,,,,
19830,BKS03205,ADITHYA BOOK HOUSE,,Kerala,Perumbavoor,"PERUMBAVOOR, DISTT. ERNAKULAM",,,,,
18322,BKS03041,CENTRAL BOOK DEPOT.,,Kerala,Thrippunithura,"NEAR BUS STAND, TRIPUNITHURA, ERNAKULAM",,,,,
16262,BKS02979,H & C BOOK SELLER,,Kerala,Kannur,RASHEEDA BUILDING BANK J.N,,,,,
19393,BKS03111,A & B DISTRIBUTORS,,Kerala,Kannur,KANNUR,,,,,
23043,BKS03400,UNITED BOOKS HOUSE- TALAP,,Kerala,Kannur,"VPO- TALAP, KANNUR",,,,,
23128,BKS03480,JUMBO BOOKS,0,Kerala,Kannur,"FORT ROAD, KANNUR",,0,,,
23153,BKS03502,ARSHIYA ENTERPRISE LS,0,Kerala,Pariyaram (Pilathara),MR. BIJU LUKOSE,,0,,,
19733,BKS03186,SUVIDYA BOOK HOUSE,Mr. MANOJ,Kerala,Madhur,"BHAGAVATHY NAGAR Jn:, ULIYATHADUKKA, CHOWKI ROAD,",,9447727212,671124,,
592,BKS00584,VEB DISTRIBUTORS,,Kerala,Kollam,"NANTHIRICKAL, KUNDARA - ANCHALUMMOODU ROAD, VELLIMON",,,,,
16260,BKS02978,H & C STORES,,Kerala,Kottayam,"HOSPITAL JUNCTION, PALA , KOTTAYAM",,,,,
19368,BKS03086,PRIYA BOOK CENTRE,,Kerala,Kottayam,"RAJESWARY COMPLEX, CHANGANACHERRY, KOTTYAM",,,,,
23097,BKS03451,BOOK CENTRE - KOTTAYAM,,Kerala,Kottayam,"COLLEGE ROAD, BAKER JUNCTION, KOTTAYAM-686001",,,,,
21961,BKS03333,PRIYA BOOKS.,,Kerala,Kottayam,"KOTTYAM, KERALA",,,,,
19822,BKS03197,THIROORANGADI BOOKS,,Kerala,Kozhikode [Calicut],"JAFAR KHAN COLONY ROAD, KOZHICODE, KERALA",,,,,
19823,BKS03198,TBS BOOK STALL (CALICUT),,Kerala,Kozhikode [Calicut],"MUTHALAKKULAM, PALAYAM, KOZHICODE, KERALA",,,,,
19841,BKS03215,FREEDOM BOOKS,,Kerala,Kozhikode [Calicut],"BALUSSERY, DISTT. KOZHIKODE",,,,,
596,BKS00588,H & C STORES - CALICUT,,Kerala,Kozhikode [Calicut],"GALLERIA TRADE CENTRE OPP.NEW BUS STAND MAVOOR ROAD, CALICUT",,,,,
590,BKS00582,BOOK MART (KOZHIKKOD),,Kerala,Kozhikode [Calicut],"THANKAM COMPLEX, ASHRAMAM ROAD,CHINNAKKADA, KOZHIKODE",,,,,
21974,BKS03345,TIME SOLUTIONS & DISTRIBUTORS,,Kerala,Chalakudy,"NEAR CARMEL ACADEMY, CHALAKUDY, THRISSUR, KERALA",,,,,
18275,BKS02996,PISCES AGENCIS,,Kerala,Kodungallur,"SRINGAPURAM , KODUNGALLUR, THRISSUR",,,,,
17269,BKS02989,GIFTHALIYA BOOK SUPPLIERS,,Kerala,Thrissur,NELLIKUNNU--THRISSUR,,,,,
18324,BKS03043,H & C WHOLE SALE DIVISION,,Kerala,Thrissur,"IKKANDA WARIYAR ROAD, THRISSUR-680001",,,,,
23041,BKS03398,TIMES SOLUTIONS & DISTRIBUTOR,,Kerala,Thrissur,"XX1/463, MALIYEKKAL BULDG.RLY STATION RD, CHALAKUDY, THRISSUR, KERLA",,,,,
14077,BKS01806,MAA MARKETING,Mr.Vinay Mishra,Madhya Pradesh,Anuppur,NEAR BUS STAND ANUPPUR MADHYA PRADESH,,7566710459,484224,,
14078,BKS01807,VIKASH BOOKS & STATIONERS,,Madhya Pradesh,Anuppur,TAXI STAND BHALUMADA ROAD KOTMA ANUPPUR--484336,,,,,
24383,BKS03731,ASHOK BOOK CENTER,MR.ASHOK JAI OWNER,Madhya Pradesh,Ashoknagar,"GANDHI CHAWK ,ASHOK NAGAR",,9926254590,473338,,
24384,BKS03732,TAPASYA STATIONARY STORE,MR.DIVYANK MUDGAL,Madhya Pradesh,Ashoknagar,"Rajeshwari road , shivpuri (M.P)",,8871797776,473551,,
21929,BKS03302,MUNNA STORE,,Madhya Pradesh,Balaghat,"CHIRTRAGUPT NAGAR, BALAGHAT--481001",,,,,
14147,BKS01876,GUPTA BOOK STORES,Mr.Prince Gupta,Madhya Pradesh,Sendhwa,NEAR OLD BUS STAND SENDHWA,,9826384548,451666,,
14082,BKS01811,ASHTHA BOOK STORE,Mr.Dilip Deshmukh,Madhya Pradesh,Betul,"BESIDE GAYATRI MANDIR, TAPTI PARKRIMA MARG, MULTAI BETUL",dilipdes002@rediffmail.com,9993045475,460660,,
14083,BKS01812,SAI SHRADDHA COLLECTION,Mr.Nilesh Wadurker/ Mr.Ajay Wadurker,Madhya Pradesh,Betul,NEAR BUS STAND PRABHAT PATAN BETUL,nileshwadurker786@gmail.com,9424436012,460665,,
14084,BKS01813,KHANDELWAL GENERAL STORE,Mr.Saransh Khandelwal,Madhya Pradesh,Betul,MAIN MARKET BETUL GANJ,Khandelwal_kgs@yahoo.co.in,7141231042,460001,,
24397,BKS03745,BALWADI PUSAK BHANDAR,MR.AMIT JAIN,Madhya Pradesh,Bhind,BYAPAR MONDAL DHARMSHALA NEAR AGRASEN CHAWK BHIND M.P,,9826263335,477001,,
24398,BKS03746,DEEPAK & COMPANY,MR.D.K.JAIN,Madhya Pradesh,Bhind,"BHAGWATI PALACE PUSTAK BAZAR , BHIND",,9826880050,477001,,
24353,BKS03701,SUMAN ENTERPRISES,MR. JEETU BHAI,Madhya Pradesh,Bhopal,"SHOP NO. 160, SANT HIRDARAM NAGAR MARKET, ALLAHABAD BANK ROAD, BAIRAGARH",,9827319411,462030,,
24347,BKS03695,ABHISHEK BOOK DEPOT,MR. AMAN JAIN,Madhya Pradesh,Bhopal,"53- C, INDRAPURI, BHEL",,9826222728,462022,,
24344,BKS03692,BHARAT BOOK DEPOT,MR. AFTAB KHAN,Madhya Pradesh,Bhopal,"SHOP NO. B- 5, PRAGATI PARISHAR, DEPOT CHOURAHA, JAWAHAR CHOWK",,9329867715,462003,,
21969,BKS03340,MS. DEEPIKA C/O BHOPAL BRANCH LAND LORD,,Madhya Pradesh,Bhopal,BHOPAL GBP BRANCH,,,,,
23021,BKS03379,LEO BOOKS,MR. VANRAJ PAUL,Madhya Pradesh,Bhopal,"SHOP NO. 9-10, NANAK COMPLEX, GOVIND GARDEN, RAISEN ROAD",,9826088242,462021,,
23024,BKS03382,HAIDRY STATIONERY & BOOK STORE,MOHD MUST ALI,Madhya Pradesh,Bhopal,"SHOP NO. 13, JAHANGIRABAD CHOURAHA , JAIL ROAD,",,9993776692,462008,,
23035,BKS03392,PRADEEP BOOKS & STATIONERY,,Madhya Pradesh,Bhopal,"SHIV MANDIR, GOL CHAKRA, BAIRAGARH, BHOPAL - 462 026",,,,,
23056,BKS03412,RAGINI BOOKS & STATIONERS,MR. JAGPRAVESH GUPTA,Madhya Pradesh,Bhopal,"HATHAI KHEDA ROAD, ANAND NAGAR, BHOPAL",,9425370377,462021,,
14192,BKS01921,MAHESH TRADERS,Mr.Prakash Gandhi,Madhya Pradesh,Bhopal,"187, JINSI CHOURAHA OPP INDANE GAS AGENCY BHOPAL",,9425019965,462008,,
14193,BKS01922,SHIKSHA BOOK DEPOT,,Madhya Pradesh,Bhopal,M-117/ A BAGHMUGALIYA NEAR RYAN SCHOOL BHOPAL,,9893075428,462043,,
14194,BKS01923,RAJESH STATIONERY & GENERAL STORES,Mr.Pankaj Khatwani,Madhya Pradesh,Bhopal,68-69 BUS STOP NO. 10 ARERA COLONY BHOPAL,rajeshstationery1985@gmail.com,9229571150,462016,,
14195,BKS01924,GOYAL STATIONERY,Mr.Pawan Agarwal,Madhya Pradesh,Bhopal,"SHOP NO. 9 R.S.S. MARKET, 5 NO. BUS STOP SHIVAJI NAGAR BHOPAL",,9893801586,462016,,
14196,BKS01925,JAIN STATIONERY & BOOK CENTRE,Mr. Sanjeev Jain,Madhya Pradesh,Bhopal,"72-C VIJAY MARKET BARKHERA, B.H.E.L TOWNSHIP BHOPAL",jainbhel72c@gmail.com,7552673663,462021,,
14197,BKS01926,CHILDREN BOOK CENTRE,Mr.Shroti,Madhya Pradesh,Bhopal,"26, CHRUCH ROAD JEHANGIRABAD BHOPAL",childrenbookcentre@gmail.com,7552578172,462008,,
14198,BKS01927,GARG BOOK DEPOT,Mr.Vivek Garg,Madhya Pradesh,Bhopal,DAYANAND CHOWK JUMERATI BHOPAL,vivekgarg976@gmail.com,7552673645,462001,,
14199,BKS01928,GYANDEEP TRADERS,Mr.Pradip Gupta,Madhya Pradesh,Bhopal,"C/O MAMTA PRINTERS- B/26 RAISEN ROAD, NEW ASHOKA GARDEN BHOPAL",,9425005887,462023,,
14200,BKS01929,VASAN BOOK CENTRE,Mr. Mahesh Mamtani,Madhya Pradesh,Bhopal,"SHOP NO. 10-11, 2ND STOP TULSI NAGAR BHOPAL",,7554286306,462026,,
14201,BKS01930,HANSA BOOK & STATIONERY CENTRE,Mr.Manoj Sahu,Madhya Pradesh,Bhopal,"11, MARWARI ROAD OPP. UNANI SAFAKHANA ROAD BHOPAL",,9827093360,462001,,
14202,BKS01931,KITAB GHAR,Mr.Bilal,Madhya Pradesh,Bhopal,"46, YAZDANI BUILDING NEAR BHAWANI MANDIR PEERGATE BHOPAL",,7552673675,462001,,
14203,BKS01932,PRATEEK PRAKASHAN,,Madhya Pradesh,Bhopal,"SHOP NO.16,6 NO. BUS STOP SHIVAJI MARG BHOPAL",prateekprakashan@gmail.com,7556522554,462011,,
14204,BKS01933,OCEAN PUBLISHERS,,Madhya Pradesh,Bhopal,22 A FLAT NO 8 HIMANSHU APARTMENT NEAR TVS SHOWROOM INDRAPURI BHOPAL,ocean.publishers@gmail.com,9893196184,462021,,
14205,BKS01934,MAHENDRA BOOK DEPOT,,Madhya Pradesh,Bhopal,"37, GANDHI MARKET PIPLANI BHEL BHOPAL",mahendrabookdepot@gmail.com,9827360453,462022,,
14206,BKS01935,LYALL BOOK DEPOT,,Madhya Pradesh,Bhopal,"80, MALVIYA NAGAR, NEW MARKET BHOPAL",munish@manjuindia.com,7554055830,462003,,
14207,BKS01936,SANGEETA TRADERS,Mr.Raju Sharma,Madhya Pradesh,Bhopal,13 A NEW ASHOKA GARDEN BHOPAL,ankitunderscope@gmail.com,7552673662,462001,,
14208,BKS01937,SURESH STATIONERY,,Madhya Pradesh,Bhopal,158-159 SANT HIRDARAM MARKET BEHIND SABZI MANDI NEAR ALLAHABAD BANK BAIRAGARH BHOPAL ( M.P. ),,,,,
14209,BKS01938,SHANKAR BOOK DEPOT,Mr.Virendra Tewari,Madhya Pradesh,Bhopal,"SHOP NO. UG-72, MINAL SHOPPING MALL J.K.ROAD BHOPAL",shankar.book.vt@gmail.com,9826740195,462023,,
14210,BKS01939,KRISHNA STATIONERY & GIFT ITEMS,,Madhya Pradesh,Bhopal,"SHOP NO 6, SHOPING CENTRE KOTRA SULTANABAD BHOPAL",,9926405850,462043,,
14211,BKS01940,NEW SNEH BOOK CENTRE,Mr.Sandip,Madhya Pradesh,Bhopal,225 ZONE 1 M.P. NAGAR BHOPAL,snehbookcentre@gmail.com,9826528001,462001,,
14212,BKS01941,PRIYANK BOOK & STATIONERY CENTRE,,Madhya Pradesh,Bhopal,"2,MARWARI ROAD, BHOPAL",priyankbhopal@gmail.com,7552673600,462001,,
14189,BKS01918,AHUJA BOOKS & DUSTRIBUTORS,,Madhya Pradesh,Bhopal,"Z-16, OPP CHITTOD COMPLEX, GROUND FLOOR ZONE 1 BHOPAL",ahujabooks@gmail.com,9826072580,462011,,
14190,BKS01919,RAJ BOOKS & STATIONARY COMPANY,Mr.Ashok,Madhya Pradesh,Bhopal,"BEHIND HANUMAN MANDIR PUSTAK BAZAR 6, NEW MARKET T.T. NAGAR BHOPAL",anupagg0000@yahoo.com,7552762403,462003,,
14079,BKS01808,PUSTAK BHAVAN,Mr.Zaheer Khan,Madhya Pradesh,Burhanpur,"NEAR JAI STAMBH, SHANWARA ROAD KHANKA WARD BURHANPUR",pustakbhavan@gmail.com,7325256275,450331,,
14080,BKS01809,SAIFEE BOOK DEPOT,Mr. Qutubuddin Saifee,Madhya Pradesh,Burhanpur,"53-56, HUTAIB GANDHI CHOWK BURHANPUR",saifeebookdepot@gmail.com,9425343372,450331,,
14081,BKS01810,SARASWATI BOOK DEPOT,Mr. Dilip Mishra,Madhya Pradesh,Burhanpur,"NEAR POST OFFICE, LAL BAGH BURHANPUR",dilip_mishraji21@yahoo.com,9584005714,450331,,
14085,BKS01814,JOSHI BOOK DEPOT,Mr.Dhananjay Joshi,Madhya Pradesh,Chhindwara,SHARDA MARKET BETUL ROAD PANDURNA,,9669387217,480334,,
14086,BKS01815,GUPTA STORES,Mr.Sanjay Gupta,Madhya Pradesh,Chhindwara,GOAL GANJ CHINDWARA,,7162242470,480001,,
14087,BKS01816,PAWAR BOOK DEPOT,Mr.Arun Kaushik,Madhya Pradesh,Chhindwara,INFRONT OF SAMTA COLLEGE NAGPUR ROAD PANDURNA,,9300919178,480334,,
14088,BKS01817,AASTHA BOOK DEPOT & STATIONARY,Mr.Devendra Kumar,Madhya Pradesh,Chhindwara,"SANICHARA BZAR,GANJ SCHOOL COMPLEX CHINDWARA",aasthabookcwa@gmail.com,7162235289,480001,,
14089,BKS01818,SHUBHAM STATIONERS,Mr.Sanjay Kaushal,Madhya Pradesh,Chhindwara,GOAL GANJ CHINDWARA,sanjayprinter001@gmail.com,7162244078,480001,,
23099,BKS03453,HANUMAN STATIONERS,Mr. Pradeep Karade,Madhya Pradesh,Chhindwara,"13. Gayatri Market, Fawwara Chowk",,9826658007,480001,,
16233,BKS02951,KHANDELWAL STATIONERS,MR. ANOOP KHANDELWAL,Madhya Pradesh,Dongar,"NEAR BANK OF MAHARASTRA BRANCH, PARASIA",,9826174964,480441,,
16234,BKS02952,SARVOTTAM BOOK STORES,MR. SUNIL PATORIA,Madhya Pradesh,Dongar,"CHHINDWARA - MAIN ROAD,",,8770024022,480441,,
14146,BKS01875,SADHANA STATIONERY & BOOK HOUSE,Mr.Kamlesh Asti,Madhya Pradesh,Damoh,"HOSPITAL CHOWK, RED CROSS COMPLEX SHOP NO. 8 DAMOH",,9630631263,470661,,
14090,BKS01819,VIDHYA SRI BOOK STATIONARY,Mr.Aayush Singhal,Madhya Pradesh,Dewas,"75, JAY PRAKASH MARG, TIN BATI DEWAS",vidhyashreestationerydewas@gmail.com,9425494106,455001,,
14091,BKS01820,SANGHVI STORES,,Madhya Pradesh,Dewas,"OLD BUSSTAND, DEWAS",,9425494093,455001,,
14092,BKS01821,NEW SARASWATI SADAN,,Madhya Pradesh,Guna,LAXMI GANJ GUNA,,9039397950,473001,,
14093,BKS01822,SARVOTTAM SAHITYA SADAN,,Madhya Pradesh,Guna,KOTWALI ROAD GUNA,,7542252557,473001,,
24380,BKS03728,PREM AGENCY ( PRABHA SAHIYA SADAN),MR.PURUSHOTTAM KUMAR JHA,Madhya Pradesh,Guna,"INFRONT OF INDIRA PARK , SONI COLONY , GUNA",,9039098551,473001,,
24381,BKS03729,SARVOTTAM SAHITYA SADAN,MR.PRAMOD JAIN,Madhya Pradesh,Guna,"KOTWALI ROAD , LAXIMI GANJ , GUNA MADHYA PRADESH",,7542252570,473001,,
24382,BKS03730,SARVOTTAM SAHITYA SADAN,MR.PRAMOD JAIN,Madhya Pradesh,Guna,"KOTWALI ROAD , LAXIMI GANJ , GUNA MADHYA PRADESH",,7542252570,473001,,
24379,BKS03727,VIDYA SAHITYA SADAN,RAJKUMAR JAIN,Madhya Pradesh,Raghogarh,"GAIL COMPLEX , GAIL TOWNSHIP ,VIJAYPUR RAGHOGARH GUNA",,9425723108,473112,,
24334,BKS03682,AGARWAL BOOK DEPOT,MR.NEERAJ AGARWAL,Madhya Pradesh,Gwalior,"NEAR COOKS RESTORENT ,PATANKAR BAZAR, LASHKAR GWALIOR 474001",,9425116210,474001,,
24339,BKS03687,JAIN BROTHERS,MR.SANJAY JAIN,Madhya Pradesh,Gwalior,"B/06,GORAI COMPLEX,BEHIND PITAMBRA SWEETS ,RAM MANDIR,PHALKA BAZAR,GWALIOR 474001",,9479915472,474001,,
24330,BKS03678,SHRI SADHNA PUSTAK MANDIR,MR.PRAVIN GARG,Madhya Pradesh,Gwalior,"RAM MANDIR , OPPOSITE SAMOSE WALA PATENKAR BAZAR NEAR CHAURAHA LASHKAR GWALIOR 474001",,8770159099,474001,,
24325,BKS03673,VEERU PUSTAK & STATIONARY,AMIT,Madhya Pradesh,Gwalior,"Hotel Adityaz, Adityapuram, Gwalior - 474006",,7067985835,474006,,
24314,BKS03662,BACHPAN BOOKS GALLARY,MR.PRADEEP KUMAR,Madhya Pradesh,Gwalior,"A-1/1, Vayu Nagar, Bhind Road, Chauhan Complex, Opp Baratiya State Bank, Gwalior, Madhya Pradesh 474020",,7999404801,474020,,
24315,BKS03663,SAGAR BOOK BOOKS & STATIONERY,MR.PREM SAGAR GUPTA,Madhya Pradesh,Gwalior,"ewmaharaja Complex, Deen dayal nagar , Gwalior HO, Gwalior - 474001.",,9329186904,474020,,
24249,BKS03597,KITAB GHAR,MITUL AGARWAL,Madhya Pradesh,Gwalior,"Patankar Bazaar, near Bridge, Patankar Bazar, Khurjewala Mohalla, Daulat Ganj, Gwalior, Madhya Pradesh 474001",,8982645989,474001,,
24272,BKS03620,MODERN STORE,MR.RUPESH KUMAR,Madhya Pradesh,Gwalior,"opposite KRG college , kampoo tiraha, lashkar Gwalior Madhya Pradesh -474001",,6264204596,474001,,
