Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 1. Computers Storage and Memory Device,,,Multiple Choice Question (QPG) Test Paper,"Out of ROM and RAM, which is non-volatile memory?",N/A,RAM,ROM,Both (a) and (b),None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 1. Computers Storage and Memory Device,,,Multiple Choice Question (QPG) Test Paper,The full form of DVD is:,N/A,Digital Versatile Disc,Digital Variable Disk,Duty Versus Decimal,All of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 1. Computers Storage and Memory Device,,,Multiple Choice Question (QPG) Test Paper,What type of memory stores the data and information permanently?,N/A,ROM,RAM,RIM,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 1. Computers Storage and Memory Device,,,Short Answer Questions (QPG),Compare ROM and RAM.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 1. Computers Storage and Memory Device,,,Short Answer Questions (QPG),What are two types of CD’s available?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 1. Computers Storage and Memory Device,,,Short Answer Questions (QPG),What does the term ‘volatile’ mean in respect to memory of a computer?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 1. Computers Storage and Memory Device,,,Short Answer Questions (QPG),What is a floppy disk?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 1. Computers Storage and Memory Device,,,True or False (QPG),A nibble is a group of 4 bits.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 1. Computers Storage and Memory Device,,,True or False (QPG),Floppy disks are faster and more reliable than a pen drive.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 1. Computers Storage and Memory Device,,,True or False (QPG),"Machine language is written in the form of 0’s, 1’s and 2’s.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 1. Computers Storage and Memory Device,,,True or False (QPG),You can only read data from a CD-ROM but you cannot write on it.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 1. Computers Storage and Memory Device,,,True or False (QPG),You can store data on a CD-RW and can also erase it.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 2. GUI Operating System Desktop Management,,,Fill in the blank (QPG),Screensaver is meant to show up when the computer screen is ---------------- for some time.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 2. GUI Operating System Desktop Management,,,Fill in the blank (QPG),Shortcut menu is different for different icons on the ---------------- .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 2. GUI Operating System Desktop Management,,,Fill in the blank (QPG),The desktop background is also known as ---------------- .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 2. GUI Operating System Desktop Management,,,Fill in the blank (QPG),The Rename option is visible in the ---------------- menu.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 2. GUI Operating System Desktop Management,,,Multiple Choice Question (QPG) Test Paper,Quick Launch Bar is present on the :,N/A,Start button,Wallpaper screen,Taskbar,all of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 2. GUI Operating System Desktop Management,,,Multiple Choice Question (QPG) Test Paper,Shortcut menu arises from :,N/A,Left clicking,Scrolling,Right-clicking,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 2. GUI Operating System Desktop Management,,,Multiple Choice Question (QPG) Test Paper,The date and time is displayed inside the :,N/A,Quick Launch Bar,Start menu,System Notification Area,all of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 2. GUI Operating System Desktop Management,,,Multiple Choice Question (QPG) Test Paper,The System Notification Area of the Desktop screen is on the :,N/A,Bottom left,Top right,Bottom right,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 2. GUI Operating System Desktop Management,,,Short Answer Questions (QPG),How do you change the volume of speaker in a Windows 7 computer?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 2. GUI Operating System Desktop Management,,,Short Answer Questions (QPG),How do you rename a folder in Windows 7?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 2. GUI Operating System Desktop Management,,,Short Answer Questions (QPG),What is the process to be followed to change the date and time in Windows 7 computer?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 2. GUI Operating System Desktop Management,,,True or False (QPG),Date and time can be changed by clicking on the extreme bottom left corner of the Desktop.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 2. GUI Operating System Desktop Management,,,True or False (QPG),Start button is present on the taskbar.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 2. GUI Operating System Desktop Management,,,True or False (QPG),The Quick Launch Bar can launch applications with just two clicks.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 2. GUI Operating System Desktop Management,,,True or False (QPG),The volume of the speaker is present in the System Notification Area.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 3. Tools of Word Processor,,,Fill in the blank (QPG),#NAME?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 3. Tools of Word Processor,,,Fill in the blank (QPG),‘Spelling and Grammar’ and ‘Thesaurus’ commands are part of ----------------- group of Review tab.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 3. Tools of Word Processor,,,Fill in the blank (QPG),The shortcut key for ‘Spelling and Grammar’ is ----------------- .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 3. Tools of Word Processor,,,Fill in the blank (QPG),Thesaurus task pane appears on the ---------------- side of MS-Word window.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 3. Tools of Word Processor,,,Multiple Choice Question (QPG) Test Paper,A spelling mistake in document is indicated by :,N/A,A blue wavy line,A red wavy line,A green wavy line,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 3. Tools of Word Processor,,,Multiple Choice Question (QPG) Test Paper,The keyboard shortcut for undo action is :,N/A,Ctrl + A,Ctrl + U,Ctrl + Z,Ctrl + X,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 3. Tools of Word Processor,,,Multiple Choice Question (QPG) Test Paper,The order of undoing of actions in Word is :,N/A,Same as the order of doing the actions,Reverse of the order in which actions were done,Random order,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 3. Tools of Word Processor,,,Multiple Choice Question (QPG) Test Paper,"To start at a particular position in Word 2013, just:",N/A,Click on the position,Double-Click on the position,Triple-Click on the position,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 3. Tools of Word Processor,,,Short Answer Questions (QPG),"How can you recover from making a mistake in the Word document, if you do not want to retype the whole thing? Is there a short method for it? Explain.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 3. Tools of Word Processor,,,Short Answer Questions (QPG),What are the steps to Add a word to dictionary in Word?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 3. Tools of Word Processor,,,Short Answer Questions (QPG),What do you mean by Thesaurus? Write the steps to use the Thesaurus in Word 2013?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 3. Tools of Word Processor,,,Short Answer Questions (QPG),What does it mean to ‘Ignore’ a word and to ‘Ignore All’ a word in Word 2013?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 3. Tools of Word Processor,,,True or False (QPG),Ctrl + Y is a keyboard shortcut for Undoing action.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 3. Tools of Word Processor,,,True or False (QPG),Shift + F7 keys are used to open the Thesaurus.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 3. Tools of Word Processor,,,True or False (QPG),Spelling and Grammar mistakes are shown by same way in Word.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 3. Tools of Word Processor,,,True or False (QPG),You can only Redo action/actions which you have undone using Undo command.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,Multiple Choice Question (QPG) Test Paper,The Ctrl + E keys align the text:,N/A,Center,Right,Left,all of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,Multiple Choice Question (QPG) Test Paper,The keyboard shortcut for center aligning text is:,N/A,Ctrl + L,Ctrl + C,Ctrl + E,Ctrl + V,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,Multiple Choice Question (QPG) Test Paper,The term alignment refers to:,N/A,Position of text,Direction of text,Segment of Text,all of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,Multiple Choice Question (QPG) Test Paper,Which of the following is used to increase the thickness of the selected text?,N/A,Bold,Italic,Underlined,all of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,Short Answer Questions (QPG),How will you print a document in Word 2013?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,Short Answer Questions (QPG),How will you set the paragraph spacing before or after a paragraph in Word document?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,Short Answer Questions (QPG),What are the different kinds of text alignments? Describe.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,Short Answer Questions (QPG),What is the use of Print preview?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,True or False (QPG),Pressing Ctrl + R will bring you to the backstage view of Word 2013 to print document.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,True or False (QPG),Pressing Ctrl + R will center align the highlighted text.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,True or False (QPG),Pressing Ctrl + U underlines the text.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,True or False (QPG),"The font face, size and color options are available in the Home tab.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,True or False (QPG),The Italic option tilts the text.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 5. The Internet Web Browser,,,Fill in the blank (QPG),A hyperlink may be a text or a _______________ .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 5. The Internet Web Browser,,,Fill in the blank (QPG),A website is a collection of interrelated _______________ .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 5. The Internet Web Browser,,,Fill in the blank (QPG),Internet is often referred to as _______________ .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 5. The Internet Web Browser,,,Fill in the blank (QPG),MTNL stands for ______________________________________________________ .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 5. The Internet Web Browser,,,Fill in the blank (QPG),The ___________________ button allows you to start reloading of the web page.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 5. The Internet Web Browser,,,Multiple Choice Question (QPG) Test Paper,_______________ is a search engine.,N/A,Discovery,Yahoo,Internet,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 5. The Internet Web Browser,,,Multiple Choice Question (QPG) Test Paper,A _______________ is the main or introductory page of website.,N/A,Home page,Web page,Website,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 5. The Internet Web Browser,,,Multiple Choice Question (QPG) Test Paper,Every website has a unique ________________________ .,N/A,Internet,Address,Search,all of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 5. The Internet Web Browser,,,Multiple Choice Question (QPG) Test Paper,Modem stands for ________________________ .,N/A,Modulator Demodulator,Mozilla Firefox,URL,none of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 5. The Internet Web Browser,,,Short Answer Questions (QPG),What is a Web browser? Give examples.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 5. The Internet Web Browser,,,Short Answer Questions (QPG),Define modem. What are its types?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 5. The Internet Web Browser,,,Short Answer Questions (QPG),Define Search engine. Give examples,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 5. The Internet Web Browser,,,Short Answer Questions (QPG),What is a Home page?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 5. The Internet Web Browser,,,Short Answer Questions (QPG),What is an Address bar?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 5. The Internet Web Browser,,,True or False (QPG),External modems are more expensive.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 5. The Internet Web Browser,,,True or False (QPG),Forward button is used to go to the previous web page.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 5. The Internet Web Browser,,,True or False (QPG),Home page is the first web page.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 5. The Internet Web Browser,,,True or False (QPG),The first web browser developed was Google Chrome.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 4,Computer Science,My Book of Computer Studies,Chapter 5. The Internet Web Browser,,,True or False (QPG),The Internet is a very large network of computers.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,Fill in the blank (QPG),_______________ is known as the “Father of the Computer”.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,Fill in the blank (QPG),_______________ were used in second generation computers.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,Fill in the blank (QPG),Charles Babbage developed the Difference Engine in _______________ .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,Fill in the blank (QPG),IBM 360 is a _______________ generation computer.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,Fill in the blank (QPG),The short form for Universal Automatic Computer is _______________ .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,Multiple Choice Question (QPG) Test Paper,A computer _______________.,N/A,runs on food,runs on electricity,runs on water,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,Multiple Choice Question (QPG) Test Paper,Fifth generation computers will be under:,N/A,Artificial limbs,Artificial weapons,Artificial intelligence,All of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,Multiple Choice Question (QPG) Test Paper,Intel 4004 and Intel 8080 are the examples of CPU in the _______________ computers.,N/A,Second generation,Third generation,Fourth generation,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,Multiple Choice Question (QPG) Test Paper,PDP 8 is an example of _______________.,N/A,minicomputer,microcomputer,supercomputer,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,Multiple Choice Question (QPG) Test Paper,Third generation computers were characterized by presence of _______________.,N/A,Transistors,Integrated circuits,Microprocessors,All of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,Short Answer Questions (QPG),Describe the Pascaline.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,Short Answer Questions (QPG),Give two examples of supercomputers manufactured in India.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,Short Answer Questions (QPG),What is a punched card?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,Short Answer Questions (QPG),Which device consists of a board and a set of rods?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,Short Answer Questions (QPG),Which is the first calculating device?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,Short Answer Questions (QPG),Who is known as the ‘father of the computer’?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,Short Answer Questions (QPG),Write any two features of supercomputers.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,True or False (QPG),Abacus was invented by the Japanese.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,True or False (QPG),Analytical Engine works on I-P-O concept.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,True or False (QPG),Difference Engine was developed by Charles Jones.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,True or False (QPG),ENIAC was the second generation computer.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 1. Evolution of Computer,,,True or False (QPG),Jacquard’s Loom used the punched card.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 2. Computer Software,,,Fill in the blank (QPG),Library management system is usually a _____________ software.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 2. Computer Software,,,Fill in the blank (QPG),Notepad and WordPad are ____________ software.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 2. Computer Software,,,Fill in the blank (QPG),"Operation support system operates, monitors and analyse the telephone or computer _____________.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 2. Computer Software,,,Fill in the blank (QPG),System Profilers and disk defragmenters are ___________ software.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 2. Computer Software,,,Multiple Choice Question (QPG) Test Paper,An example of antivirus software is _____________.,N/A,Kaspersky,CD writer,Disk defragmenter,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
